JINA_ID,Ref,Name,Simbad_Identifier,NLTE,I_mag,Teff,logg,Mg/H,C/Mg
366,BAR05,HE0538-4515,2MASS_J05394613-4513330,*,14.988,5896,3.97,'-1.33,'-0.08
370,AOK08,SDSS0817+26,2MASS_J08175492+2641038,*,,6300,4,'-2.8,<1.97
378,AOK08,SDSS0924+40,2MASS_J09240185+4059288,*,,6200,4,'-2.05,2.22
380,BAR05,HE0951-1152,2MASS_J09541733-1206151,*,14.789,5349,4.75,'-2.1,'-0.45
389,COH08,HE1012-1540,2MASS_J10145347-1555532,*,,5620,3.4,'-1.61,0.56
390,COH13,HE1012-1540,2MASS_J10145347-1555532,*,,5520,4.7,'-2.15,0.98
399,HAN15,HE1029-0546,2MASS_J10314811-0601439,*,,6650,4.3,'-3.31,2.67
407,BAR05,HE1052-2548,2MASS_J10552053-2604480,*,12.541,6534,4.52,'-2.15,0.33
412,BAR05,HE1059-0118,2MASS_J11020338-0134144,*,15.022,5560,4.3,'-2.36,'-0.12
415,BAR05,HE1105+0027,2MASS_J11074950+0011383,*,15.018,6132,3.45,'-1.97,1.51
417,BAR05,HE1122-1429,2MASS_J11250669-1446042,*,15.417,5787,3.29,'-2.34,0.09
421,BAR05,HE1126-1735,2MASS_J11285140-1751429,*,15.232,5689,3.31,'-2.4,'-0.1
425,BAR05,HE1128-0823,2MASS_J11304432-0839547,*,14.551,5909,3.71,'-2.5,0.22
427,BAR05,HE1132+0125,2MASS_J11344670+0109013,*,15.139,5732,3.54,'-2.02,'-0.16
434,BAR05,HE1148-0037,2MASS_J11511498-0054111,*,12.946,5964,4.16,'-3.57,0.9
444,BAR05,HE1210-1956,2MASS_J12125088-2012581,*,15.526,5790,3.3,'-2.18,'-0.21
445,BAR05,HE1210+0048,2MASS_J12132784+0032111,*,15.088,6028,3.73,'-2.03,0.3
449,BAR05,HE1217-0540,2MASS_J12195366-0557158,*,14.253,5700,4.2,'-2.54,0.37
450,HAN15,HE1218-1828,2MASS_J12211935-1845349,*,,5900,3.5,'-3.11,<0.95
458,BAR05,HE1221-1948,2MASS_J12234774-2004459,*,15.27,6083,3.81,'-2.58,0.61
460,BAR05,HE1221-0522,2MASS_J12240770-0539112,*,15.495,5789,4.04,'-2.41,0.06
461,BAR05,HE1222-0336,2MASS_J12245239-0353061,*,15.056,6052,3.96,'-1.97,0.11
468,BAR05,HE1225-0515,2MASS_J12281241-0531404,*,14.947,6210,3.81,'-1.8,0.31
469,BAR05,HE1230-1724,2MASS_J12325705-1741270,*,15.136,5952,3.98,'-2.1,'-0.11
489,BAR05,HE1256-0651,2MASS_J12591309-0707191,*,14.287,6137,4.05,'-2.16,0.38
491,BAR05,HE1259-0621,2MASS_J13015111-0637140,*,15.571,5787,3.68,'-2.34,0.07
494,BAR05,HE1300-2201,2MASS_J13031731-2217379,*,14.772,6332,4.64,'-2.33,0.7
524,BAR05,HE1330-0354,2MASS_J13331067-0410057,*,14.38,6257,4.13,'-1.99,0.71
530,BAR05,HE1337-0453,2MASS_J13395820-0508313,*,15.558,5938,3.56,'-1.98,'-0.28
532,BAR05,HE1343-0640,2MASS_J13460903-0655464,*,15.16,5942,3.97,'-1.55,0.38
561,BON09,BS16023-046,2MASS_J14005447+2246423,*,,6364,4.5,'-2.93,0.63
571,BAR05,HE1421-2006,2MASS_J14235044-2020106,*,15.717,5687,3.73,'-2.29,'-0.1
579,BAR05,HE1430-0026,2MASS_J14331629-0039476,*,14.887,5855,4.12,'-2.51,0.21
582,BAR05,HE1430-1123,2MASS_J14333363-1137073,*,15.403,5915,3.75,'-2.37,1.47
583,BAR05,HE1431-2142,2MASS_J14340669-2155166,*,15.021,6137,4.1,'-2.26,0.11
605,BON09,BS16472-070,2MASS_J15082967-0035591,*,12.37,6334,4,'-2.49,0.09
631,LAI08,CS22884-0108,2MASS_J15495758-0914092,*,,6290,4.44,<-2.98,<0.85
632,ROE14b,CS22884-108,2MASS_J15495758-0914092,*,,6320,3.75,'-2.79,<1.06
635,LI15a,LAMOSTJ1626+1721,2MASS_J16261477+1721121,*,,5930,3.6,'-2.7,0.57
655,AOK08,SDSS1707+58,2MASS_J17073392+5850598,*,,6700,4.2,'-1.46,1.03
656,LI15a,LAMOSTJ1709+1616,2MASS_J17095978+1616133,*,,5780,3.5,'-3.43,1.3
717,PRE01,CS22880-074,2MASS_J20460321-2059141,*,12.382,6050,4,'-1.74,1.56
739,MAS12,CS22898-027,2MASS_J21054509-1836574,*,12.094,6000,3.5,'-2.15,1.72
740,MCW95,CS22898-027,2MASS_J21054509-1836574,*,12.094,6000,3.6,'-2.29,1.96
741,PRE01,CS22898-027,2MASS_J21054509-1836574,*,12.094,6300,4,'-2.06,1.93
742,ROE14a,CS30492-001,2MASS_J21055523-4210101,*,,5790,3.65,'-2.15,'-0.25
743,ROE14b,CS30492-001,2MASS_J21055523-4210101,*,,5790,3.65,'-2.15,'-0.25
751,BAR05,HE2133-1432,2MASS_J21362253-1419203,*,14.604,5716,3.46,'-1.7,'-0.24
775,COH03,HE2148-1247,2MASS_J21511791-1233417,*,,6380,3.9,'-1.88,1.53
776,COH13,HE2148-1247,2MASS_J21511791-1233417,*,,6380,3.9,'-1.94,1.55
778,BAR05,HE2150-0825,2MASS_J21530016-0811182,*,14.316,5960,3.67,'-1.65,0.98
779,BAR05,HE2151-2858,2MASS_J21540157-2844199,*,15.382,5598,4.14,'-2.03,'-0.29
802,BAR05,HE2200-2030,2MASS_J22030253-2015584,*,14.993,5870,3.42,'-1.78,'-0.16
810,PRE01,CS22881-036,2MASS_J22075843-4044164,*,13.278,6200,4,'-1.67,1.67
811,ROE14b,CS22881-036,2MASS_J22075843-4044164,*,13.278,5940,3.7,'-1.8,1.42
858,BAR05,HE2221-4150,2MASS_J22244729-4135388,*,16.05,5887,4.06,'-1.73,'-0.11
871,BAR05,HE2227-4044,2MASS_J22301908-4029130,*,14.28,5811,3.85,'-2.04,1.36
882,COH06,HE2232-0603,2MASS_J22344742-0548172,*,15.591,5750,3.5,'-1.06,0.59
883,COH13,HE2232-0603,2MASS_J22344742-0548172,*,15.591,5550,3.5,'-1.61,0.64
893,HAN15,HE2239-5019,2MASS_J22422683-5004009,*,15.24,6100,3.5,'-3.7,<1.25
894,HAN14,HE2239-5019,2MASS_J22422683-5004009,*,15.24,6100,3.5,'-3.72,<1.39
895,BAR05,HE2240-0412,2MASS_J22425807-0356340,*,15.168,5852,4.33,'-1.94,1.05
897,BAR05,HE2243-0151,2MASS_J22460884-0135546,*,14.863,6113,3.88,'-1.45,0.06
902,BAR05,HE2250-2132,2MASS_J22534047-2116238,*,13.662,5705,3.69,'-1.92,0.07
908,BAR05,HE2259-3407,2MASS_J23021574-3351110,*,16.33,6266,4.32,'-2.08,0.16
910,BAR05,HE2301-4126,2MASS_J23035017-4110262,*,15.352,5841,3.66,'-2.17,0.15
911,BAR05,HE2301-4024,2MASS_J23041403-4008201,*,15.774,5743,3.76,'-1.92,0.08
912,ROE14b,CS22888-002,2MASS_J23043723-3639579,*,,5700,3.5,'-2.43,0.0
919,MAS12,CS22949-008b,2MASS_J23165873-0320525,*,13.545,5300,4.7,'-1.6,1.02
920,MAS12,CS22949-008a,2MASS_J23165873-0320525,*,13.545,6300,4,'-1.6,1.02
940,BAR05,HE2325-0755,2MASS_J23275962-0739134,*,13.251,5665,3.17,'-2.55,'-0.12
941,IVA03,CS22941-012,2MASS_J23282973-3248464,*,,7200,4.6,'-1.77,'-0.16
951,BAR05,HE2329-3702,2MASS_J23321815-3645580,*,15.228,6060,3.72,'-1.86,'-0.18
958,BON09,CS22966-011,2MASS_J23350705-3022543,*,,6204,4.75,'-2.88,0.38
973,BAR05,HE2335-5958B,2MASS_J23381929-5942051,*,,5765,3.24,'-2.13,'-0.15
976,BAR05,HE2338-1311,2MASS_J23410835-1255098,*,14.907,5582,3.5,'-2.5,'-0.06
980,BAR05,HE2345-1919,2MASS_J23475551-1902375,*,14.486,5617,4.46,'-2.15,'-0.11
988,BAR05,HE2347-1448,2MASS_J23495834-1432155,*,14.615,6162,3.98,'-2.2,0.35
989,BAR05,HE2347-1254,2MASS_J23501000-1237502,*,12.779,6132,3.95,'-1.56,'-0.04
1081,IVA03,G84-29b,BD+03_740,*,9.4,6330,3.55,'-2.38,'-0.29
1082,LAI08,G84-29,BD+03_740,*,9.4,6557,4.28,'-2.5,0.47
1157,IVA03,BD+241676,BD+24_1676,*,10.1,6250,3.45,'-2.03,'-0.38
1158,LAI08,BD+241676,BD+24_1676,*,10.1,6241,3.81,'-2.28,0.15
1160,ROE14b,BD+241676,BD+24_1676,*,10.1,6140,3.75,'-2.34,0.1
1183,ROE14b,G190-15,BD+38_4955,*,9.92,4950,3.85,'-2.71,0.03
1188,ITO09,BD+44493,BD+44_493,*,,5510,3.7,'-3.23,0.82
1202,LAI08,BS16077-007,BPS_BS_16077-0007,*,,6544,4.29,'-2.4,0.37
1215,BON09,BS16968-061,BPS_BS_16968-0061,*,,6035,3.75,'-2.78,0.3
1223,ROE14b,CS22169-008,BPS_CS_22169-0008,*,,5810,3.6,'-2.37,'-0.3
1224,ROE14b,CS22171-031,BPS_CS_22171-0031,*,,6010,3.7,'-2.15,'-0.03
1225,ROE14b,CS22171-037,BPS_CS_22171-0037,*,,6110,3.65,'-3.29,<0.96
1227,ROE14b,CS22174-020,BPS_CS_22174-0020,*,,5840,3.55,'-2.79,<0.26
1228,ROE14b,CS22177-010,BPS_CS_22177-0010,*,,6050,3.7,'-2.57,<0.29
1233,MCW95,CS22783-055,BPS_CS_22783-0055,*,,7880,4.2,'-2.5,'-0.83
1234,ROE14b,CS22871-104,BPS_CS_22871-0104,*,,6370,4,'-1.7,<0.32
1236,ROE14b,CS22872-102,BPS_CS_22872-0102,*,,6020,3.65,'-2.38,0.18
1237,ROE14b,CS22873-072,BPS_CS_22873-0072,*,,6030,3.7,'-2.74,0.32
1246,ROE14b,CS22874-123,BPS_CS_22874-0123,*,,6240,3.8,'-2.5,0.43
1252,ROE14b,CS22877-015,BPS_CS_22877-0015,*,,6150,3.85,'-1.67,'-0.17
1253,ROE14b,CS22877-051,BPS_CS_22877-0051,*,,6050,3.7,'-2.58,<0.15
1254,ROE14b,CS22878-002,BPS_CS_22878-0002,*,,5850,3.55,'-2.48,'-0.04
1255,LAI08,CS22878-027,BPS_CS_22878-0027,*,,6348,4.39,'-2.48,0.95
1256,ROE14b,CS22878-027,BPS_CS_22878-0027,*,,5820,3.55,'-2.65,0.34
1257,ROE14b,CS22879-012,BPS_CS_22879-0012,*,,6020,3.65,'-2.6,'-0.05
1258,ROE14b,CS22879-029,BPS_CS_22879-0029,*,13.821,5920,3.7,'-2.12,1.03
1259,ROE14b,CS22879-051,BPS_CS_22879-0051,*,,6190,3.75,'-2.56,<0.48
1260,ROE14b,CS22879-094,BPS_CS_22879-0094,*,,5820,3.6,'-2.63,'-0.23
1274,ROE14b,CS22881-070,BPS_CS_22881-0070,*,,6020,3.7,'-2.73,<0.4
1276,ROE14b,CS22884-020,BPS_CS_22884-0020,*,,6040,3.75,'-2.09,'-0.02
1278,ROE14b,CS22885-040,BPS_CS_22885-0040,*,,6160,3.75,'-2.43,0.23
1280,ROE14b,CS22885-203,BPS_CS_22885-0203,*,,5820,3.6,'-2.31,'-0.21
1281,ROE14b,CS22886-012,BPS_CS_22886-0012,*,,5650,3.5,'-2.5,'-0.27
1284,BON09,CS22888-031,BPS_CS_22888-0031,*,,6151,5,'-3.09,0.29
1285,ROE14b,CS22888-031,BPS_CS_22888-0031,*,,5810,3.5,'-3.22,0.43
1290,ROE14b,CS22889-050,BPS_CS_22889-0050,*,,5920,3.6,'-2.59,<0.26
1291,ROE14b,CS22890-011,BPS_CS_22890-0011,*,,6010,3.7,'-2.43,<0.2
1294,ROE14b,CS22892-025,BPS_CS_22892-0025,*,,6140,3.75,'-2.43,0.41
1300,ROE14b,CS22893-011,BPS_CS_22893-0011,*,,6010,3.75,'-2.04,'-0.02
1301,ROE14b,CS22894-004,BPS_CS_22894-0004,*,,5920,3.65,'-2.49,'-0.05
