Final isotopic surface abundances from Battino et al. 2019, MNRAS (models listed in Table 2)

specie	m2z1m2			m2z2m2			m2z3m2			m3z1m2			m3z2m2			m3z3m2			m3z2m2_hCBM		m3z3m2_hCBM
Neut-1	1.0000005004457239e-99	1.0000000001143522e-99	1.000000001662106e-99	1.0000002708532788e-99	1.0000000008471384e-99	1.0000000001721616e-99	1.0000000045046042e-99	1.0000000001856044e-99
H-1	0.6908601702772629	0.6708824459020025	0.6679680955726173	0.672371239756059	0.651476341962182	0.6474539197093157	0.6514258323304764	0.6469835000105559
H-2	3.4723353058794928e-06	3.5533977266191554e-06	3.6493845103788563e-06	9.281830372623418e-07	2.490845974089947e-06	2.035849354162966e-06	2.322900474641842e-06	2.700212604351677e-06
He-3	0.0002732263740992072	0.00028003170519141555	0.0003073234372928196	0.0001380285880514461	0.00013870852237798869	0.00015175788807728126	0.00013896655207913124	0.00015065761703598335
He-4	0.2837471519031664	0.29489773167721445	0.28363860935208024	0.2916570451907435	0.3046808354678631	0.2934246705084047	0.3039762088390728	0.29338730916588474
Be-7	8.876091313004708e-11	1.0889636929405613e-10	1.0615591700993426e-10	5.512681171269649e-11	7.13434483958975e-11	7.76292266440736e-11	6.597819106344668e-11	6.78885946798761e-11
B-8	9.716343018830462e-28	1.043016451720958e-27	1.0078110092183358e-27	5.562322283406314e-26	2.4715624068360392e-27	1.7886510841492428e-26	6.093184699195252e-27	6.034094703347396e-28
Li-7	1.176206845892496e-11	2.2372738246019088e-11	2.0901048526969528e-10	6.428325732407724e-12	1.5810374831654795e-11	1.4246483488351402e-10	1.5684826985151454e-11	1.5453877736287217e-10
C-11	1.3711810285610335e-27	5.318971023443586e-27	1.0242689126987895e-26	1.1906495388416405e-26	1.966401912575311e-26	3.51359192690627e-26	1.59887292045486e-26	2.5287653284909292e-26
B-11	1.427945680334014e-09	2.8558907546489742e-09	4.283746544371269e-09	1.4279444853661444e-09	2.8558912533431796e-09	4.283836720031943e-09	2.8558915988660068e-09	4.283835985101166e-09
C-12	0.011032982508424601	0.01187318238473559	0.01538977317295336	0.017275752719666335	0.017936863453414824	0.021933335395929267	0.018091741336666984	0.022052125724173383
C-13	4.902099487152943e-05	9.902275342542089e-05	0.00015223923539275702	4.7715003853561465e-05	9.658813516057027e-05	0.00014599188045834766	9.661266247981493e-05	0.00014589924490850744
N-13	1.7583727525624235e-21	3.1898807093570234e-21	4.743724000280799e-21	2.8595650987095356e-18	2.2080792807039777e-19	8.120829856281432e-19	9.609904922310724e-19	2.4272456493095335e-21
N-14	0.0013967648217749482	0.0026115632428974998	0.0038150741053067983	0.001619854608090427	0.0030563033361471295	0.004345342980540424	0.0030574735535958257	0.004343700611155302
C-14	1.5569123933273688e-08	1.4658506802527848e-08	1.9477652625714513e-08	5.3209552892538715e-08	4.003102215008769e-08	5.233114818701123e-08	3.807499719250015e-08	5.130014716240479e-08
N-15	9.714583333677979e-07	2.0112858057868074e-06	2.980609665009874e-06	8.810375416018471e-07	1.8515223257372367e-06	2.8240391290483316e-06	1.8513113300017682e-06	2.8225521622368865e-06
O-16	0.009162354287492508	0.012745311375876077	0.018577260946739376	0.012690014121272172	0.015062128710513528	0.020969321767085162	0.01562272107002629	0.021297576032107274
O-17	1.624763273249409e-05	3.934963050194179e-05	7.204583282749184e-05	1.0429400265209374e-05	2.7522714352833585e-05	5.1550772714395446e-05	2.7544996969537456e-05	5.152962351270799e-05
O-18	7.610270770954803e-06	1.5620732588455878e-05	2.3497861544886596e-05	7.09184532848545e-06	1.4645317975592445e-05	2.239414121027413e-05	1.4643602607251244e-05	2.2380086692139774e-05
F-17	5.37831810265105e-39	6.5095327017027424e-77	1.000000001662106e-99	8.948316144141917e-24	3.693344048511258e-25	1.7895052462290252e-24	2.4855273495537887e-24	5.870863952152339e-30
F-18	1.3211299953573979e-70	3.975077592382781e-58	4.0996436548039685e-84	1.6636676141435679e-25	6.860322308138128e-27	7.416195412441541e-26	2.982301288666006e-26	5.441723201846565e-32
F-19	9.867406697063902e-07	1.4041640651657864e-06	2.2131984365789336e-06	2.0729763000783195e-06	2.7556421743599037e-06	4.141157753254952e-06	2.6862863564727508e-06	4.3158010713017856e-06
Ne-20	0.0009178544056340225	0.0018215991801504513	0.002732224564952945	0.0009450494427791639	0.0018368216152237825	0.0027461439282203716	0.0018378403380811103	0.0027444474022357565
Ne-21	2.550857267191862e-06	4.858147658814077e-06	7.338430175585419e-06	3.53388438777218e-06	5.829357815362459e-06	8.523639757841746e-06	5.7804979011004275e-06	8.379330870745367e-06
Ne-22	0.0005451138981814096	0.000784833014746901	0.0013548030561624253	0.0010879659549680994	0.0015345716747784538	0.0025507178344031274	0.0015747319338897013	0.002647118612569857
Na-22	5.744623513856181e-18	1.195704166628301e-16	6.291774194064359e-17	7.819866710420623e-16	8.190100554868435e-16	4.568621877170517e-16	2.58512130282096e-16	1.6312721699770298e-16
Na-23	2.896415263029665e-05	5.4366555524947184e-05	8.479125446766734e-05	3.5800018010767075e-05	6.822806955431946e-05	0.00011166030718427103	6.960826027942684e-05	0.00011545756543777638
Mg-23	1.0000005004457239e-99	1.0000000001143522e-99	1.000000001662106e-99	1.0000002708532788e-99	1.0000000008471384e-99	1.0000000001721616e-99	1.0000000045046042e-99	1.0000000001856044e-99
Mg-24	0.0002973663620722358	0.000591498001381854	0.0008857047568336084	0.00030096001213558466	0.0005974675320288833	0.0008960585697607113	0.0005974924637966086	0.0008961477348504169
Mg-25	5.2966676252880836e-05	9.91842687433605e-05	0.00015637547878984446	9.702779402814996e-05	0.00015117249063826036	0.00022224804615766103	0.00014848301959818186	0.0002096551860452653
Mg-26	7.305704740140215e-05	0.00013098116132301168	0.00021314528410625882	0.0001732196587147465	0.0002438165318152391	0.0003609002597921808	0.00024269294447302	0.0003383923055350145
Al-26	6.906996403201479e-08	1.4494413391458894e-07	2.1514554061779456e-07	3.8594269140348745e-08	9.084853422834117e-08	1.6591569073513087e-07	8.937855768565813e-08	1.6651456556709133e-07
Al-27	3.3281270754772066e-05	6.6029632899945e-05	9.87560924248957e-05	3.474071460290755e-05	6.755903258655461e-05	0.00010054004624338225	6.735316789293781e-05	0.00010012710753258335
Si-27	1.0000005004457239e-99	1.0000000001143522e-99	1.000000001662106e-99	1.0000002708532788e-99	1.0000000008471384e-99	1.0000000001721616e-99	1.0000000045046042e-99	1.0000000001856044e-99
Si-28	0.000372457085945886	0.0007448987283237463	0.0011170594387446048	0.00037224483654300217	0.0007443825301236054	0.0011162660601847403	0.0007443606029461831	0.001116344672536242
Si-29	1.983542053087902e-05	3.9593601558382885e-05	5.954825637431987e-05	2.027758813229447e-05	4.021253996949626e-05	6.036994103475018e-05	4.018488267512433e-05	6.0252276302637533e-05
Si-30	1.425323915827907e-05	2.80755404417411e-05	4.26406755227036e-05	1.589563574070455e-05	3.034887096654448e-05	4.565432299223216e-05	3.031639136469781e-05	4.524473416069381e-05
P-31	3.7100710271205276e-06	7.2859900012158475e-06	1.097574667729389e-05	4.06510818319926e-06	7.741433457093087e-06	1.1558145353693454e-05	7.763316573503557e-06	1.149482870122682e-05
