mass_flame,vsini_esphs,flags_esphs
1.821467,55.65669,01
2.48977,138.25896,01
1.8523995,226.02917,01
1.8039306,126.81663,01
2.143823,199.3081,01
1.9478431,41.586803,01
1.7632964,42.695618,01
1.8742412,1.125067,01
1.846079,176.29393,01
1.7090908,15.890257,01
2.0490804,59.843193,01
2.151269,21.710295,01
2.159947,180.26057,01
2.1550496,191.12859,01
2.203505,228.11891,01
1.8918366,26.00105,01
2.1256595,173.70746,01
2.1348996,151.786,01
2.8282244,42.77638,01
2.1980731,117.39181,01
2.3315768,149.97456,01
1.8041426,30.549248,01
1.9310602,18.484093,01
2.3005576,164.17847,01
2.1047065,19.68919,01
1.7882253,198.18309,01
2.5279398,111.76854,01
1.8276168,56.612843,01
1.8350585,139.14209,01
2.121637,207.1912,01
2.576033,113.534676,01
1.7043988,91.26175,01
2.6850798,143.75485,01
1.6951598,19.997005,01
2.2312925,39.48441,01
1.6115204,115.6716,01
1.7774609,121.97243,01
1.6795356,49.416615,01
1.7168301,48.11775,01
1.939444,62.92117,01
2.4459758,210.42284,01
1.9569702,103.72296,01
2.87717,94.173546,01
2.2477794,5.88311,01
1.6675361,191.70944,01
2.512427,51.08138,01
2.7464533,55.307743,01
1.9429638,79.00198,01
1.9689199,136.8091,01
1.8203253,113.03154,01
2.1795316,19.382547,01
2.1474104,51.41826,01
2.0000083,25.043447,01
1.9269582,11.274215,01
1.9065055,78.04103,01
2.336181,295.68417,01
2.5542707,68.21197,01
1.9044021,42.463413,01
1.9114578,144.40031,01
4.503106,1.0895783,01
2.757075,1.3191501,01
1.6879222,33.65655,01
2.283672,38.701157,01
2.028,116.75065,01
1.769631,44.62468,01
3.1346886,77.487335,01
1.8704848,38.014275,01
2.1473489,52.73774,01
2.314242,208.25308,01
1.8973687,168.23343,01
2.0016959,81.60732,01
2.5237885,37.6005,01
2.5101793,156.28091,01
2.1894011,173.69415,01
2.3953025,13.586728,01
2.020824,128.78337,01
1.6904595,140.01831,01
1.8493775,259.77295,01
1.7438921,30.347872,01
1.7558044,198.07372,01
2.3763633,117.51854,01
2.0600371,59.989952,01
2.2483826,96.55517,01
1.7323965,89.0024,01
2.0980558,146.38443,01
2.4388492,47.331547,01
2.072277,85.651,01
2.637963,5.2263904,01
2.6154835,168.5045,01
1.5956477,93.650696,01
1.7536026,128.40443,01
1.9559196,84.8575,01
1.7297658,57.57006,01
2.9611113,39.490746,01
1.8145556,108.740295,01
2.133237,111.253624,01
1.9811443,158.79643,01
3.4248059,209.06049,01
1.8843899,24.129461,01
1.8037109,31.984491,01
1.9838742,70.982956,01
1.5868706,232.04515,01
2.1495066,86.28271,01
1.5891302,122.77451,01
2.7945836,192.27571,01
2.2996104,156.26277,01
2.371078,19.952019,01
2.7969682,34.74869,01
2.3981361,99.60436,01
2.5548153,56.965218,01
1.6219571,153.05788,01
2.2023385,17.753485,01
2.164978,120.69094,01
1.7219088,139.55103,01
2.3251247,254.0403,01
4.7788053,0.0,01
1.9190894,74.658195,01
2.3757997,36.05831,01
2.5084696,139.34476,01
1.8566957,0.9220768,01
2.2765138,100.92698,01
1.9536138,133.48103,01
3.467934,50.303955,01
1.9012587,108.639656,01
2.203882,35.11776,01
2.360839,95.543915,01
1.7136815,67.998276,01
3.613669,0.70059776,01
2.2010021,102.37034,01
1.828204,72.80349,01
2.9871223,163.23131,01
1.6688447,34.967213,01
1.9641751,148.55658,01
2.148899,127.57683,01
1.6895908,128.41008,01
2.0879624,60.587708,01
1.7753757,104.298546,01
1.9272356,71.611885,01
2.4714897,133.57054,01
2.5973353,35.887074,01
3.8855748,31.097984,01
1.6392653,113.88231,01
2.0974064,117.050865,01
2.209933,52.93297,01
1.910015,5.8491607,01
1.8450845,64.143196,01
2.9670372,197.349,01
1.7048903,165.75879,01
1.9149088,91.79999,01
1.8575965,20.652664,01
2.0176334,118.6349,01
1.7132689,86.10042,01
1.8627676,55.61978,01
2.1166046,49.903786,01
1.8258902,111.940475,01
4.8893604,444.3018,01
2.8110335,121.43394,01
2.0739038,161.30945,01
2.0598018,3.3072243,01
2.205268,92.81788,01
2.327072,275.58856,01
3.0332494,0.0,01
2.7568421,141.61925,01
1.6175951,40.842358,01
1.9975364,88.94326,01
1.9259695,90.56903,01
2.075087,74.5982,01
2.7533925,96.74966,01
1.942795,172.19046,01
1.8758094,60.988075,01
1.933709,234.08786,01
1.6611363,143.3351,01
2.1281261,123.844955,01
2.5916553,25.957626,01
2.211574,16.53235,01
2.2184706,137.22597,01
1.9555786,133.1865,01
1.7892017,154.05286,01
2.2925282,136.91968,01
3.1893945,85.86875,01
2.1091578,17.323513,01
3.2289975,179.67348,01
5.9659057,206.30998,01
2.2056646,107.98818,01
2.0492246,81.01838,01
2.625405,134.62097,01
2.361044,59.03248,01
1.8988794,11.731716,01
2.0945234,252.70378,01
2.759915,99.38957,01
2.3155053,53.713737,01
2.0995624,102.17732,01
1.6559843,36.97398,01
2.343852,152.5736,01
2.013248,167.39511,01
1.6867626,110.60997,01
1.7836885,96.30392,01
2.003664,56.232063,01
2.3127632,66.71362,01
1.7656635,199.22508,01
2.2859914,2.350454,01
2.6200516,80.029396,01
1.7924579,77.46013,01
2.0360248,75.39969,01
4.284005,38.050106,01
2.0002103,80.415665,01
2.2582898,82.24838,01
2.115644,84.82572,01
2.2134624,99.30299,01
1.856729,183.42897,01
2.0214074,220.85081,01
2.4620218,74.74539,01
1.7063637,95.18037,01
2.4457655,175.91516,01
1.7073357,27.524883,01
2.1064212,30.789278,01
2.0334346,16.901598,01
2.5805297,91.925476,01
1.828916,3.8196437,01
1.8544872,89.6915,01
1.8830048,140.27873,01
2.382093,52.623158,01
3.0501637,130.82774,01
3.167094,171.94943,01
2.8640244,92.64623,01
1.6105856,78.32072,01
2.1115751,119.00452,01
2.1493556,0.0,01
1.6661239,110.73983,01
2.0315132,46.32888,01
2.4192538,147.83345,01
2.8655863,2.2749498,01
3.9295528,76.14918,01
3.1028934,128.44754,01
1.8029392,60.315365,01
4.7039437,37.084824,01
3.099931,80.95647,01
3.0293245,5.902384,01
2.1665025,25.084576,01
1.8829293,102.178276,01
2.4555433,20.446358,01
1.7619143,179.5408,01
1.8841323,160.81374,01
1.836128,76.58508,01
1.6735238,116.68287,01
2.213244,77.471855,01
2.909955,105.615906,01
2.881866,189.98505,01
1.8191497,104.03174,01
2.0919495,120.77546,01
1.9127733,187.39012,01
6.200324,99.85478,01
1.6973356,93.99592,01
2.3147686,260.563,01
1.6972686,75.17985,01
1.9900922,61.285046,01
2.4397483,100.694885,01
2.131806,204.94318,01
1.9602019,4.7959948,01
3.4596992,190.02621,01
2.2648125,6.661052,01
3.8607283,0.0,01
2.7559738,182.38849,01
2.0476213,84.13518,01
4.841264,0.93824023,01
1.8533415,111.38674,01
4.9928393,449.71222,01
2.5199046,121.95367,01
2.2508311,50.31259,01
3.015496,146.5037,01
1.6229177,100.339966,01
1.988592,63.21443,01
3.5572312,22.002823,01
2.3405018,97.187515,01
3.3482347,37.107563,01
2.6657772,58.077766,01
2.6379564,103.5712,01
2.9289966,507.2096,01
2.367029,106.67841,01
1.800832,179.90005,01
4.9815273,265.61588,01
2.2685695,183.16766,01
3.3628564,21.794708,01
1.7418717,72.8211,01
6.8605456,118.106255,01
2.147863,79.306145,01
1.7394164,102.14452,01
2.1582165,92.181564,01
1.75708,22.107544,01
1.8413497,117.41453,01
2.0932732,90.64848,01
2.149806,7.1877213,01
2.7551417,169.53935,01
1.9904053,82.335144,01
3.4331672,107.279,01
1.6365677,7.643544,01
2.0192711,100.71486,01
2.7966177,177.6961,01
2.5788155,138.0464,01
2.2937117,67.80244,01
1.6618955,43.51028,01
2.1940675,50.15163,01
2.9175465,140.27574,01
3.5903172,12.066042,01
1.9183991,109.992805,01
2.4190712,150.63246,01
1.9546703,26.084578,01
4.575656,11.379569,01
2.7778635,29.787283,01
3.009178,5.655586,01
2.1395628,80.84467,01
2.6621656,143.80052,01
2.139185,226.08797,01
1.90455,110.37556,01
2.7100487,54.00148,01
2.284152,66.71002,01
1.8502964,36.52154,01
1.6950083,102.328766,01
1.9385016,132.84459,01
4.325902,68.1558,01
2.1251497,243.20532,01
2.2183795,59.12614,01
3.0911417,41.47877,01
2.207285,193.67812,01
3.696882,106.5132,01
3.4003165,48.52294,01
2.354645,94.31864,01
4.0763,128.92332,01
2.0616834,177.38234,01
1.9412136,89.20576,01
2.3456028,199.97812,01
2.0128214,23.17985,01
2.458438,73.91888,01
1.6730474,34.43744,01
2.4738765,129.7354,01
2.1650093,58.771763,01
2.152623,84.587654,01
1.6779828,34.24592,01
4.916899,41.09893,01
2.0956385,76.8272,01
1.6439003,83.72556,01
2.5323455,79.88169,01
2.5930474,99.66025,01
2.3579056,95.99468,01
2.3342228,69.2409,01
2.6295965,114.64587,01
2.9654212,0.0,01
2.161857,156.8287,01
2.4330223,121.37781,01
2.3001256,76.52826,01
1.8717358,99.95313,01
2.623627,106.77865,01
2.4101038,49.35536,01
3.2045949,81.04198,01
2.5757837,84.0818,01
2.3957727,75.937416,01
1.6382207,135.57668,01
2.4202938,185.50887,01
2.515879,45.404675,01
2.238248,52.092876,01
2.242907,133.32184,01
2.6254838,43.22612,01
2.515992,55.57282,01
2.3084173,84.539734,01
2.0143464,89.473625,01
3.200546,165.07472,01
2.026128,68.006615,01
2.1481419,107.27944,01
2.4556456,130.33987,01
4.876376,96.8659,01
1.9435712,134.00253,01
1.947346,78.60271,01
2.0448914,71.20199,01
1.7610601,57.452576,01
1.7153493,122.11451,01
2.1447282,51.897526,01
2.0382895,73.886505,01
1.8349987,256.33194,01
1.8158029,88.63123,01
2.4413114,2.2842982,01
1.5972942,181.79996,01
1.8832949,126.12181,01
1.8343352,89.41851,01
1.6231388,231.3814,01
2.005098,68.2857,01
1.9738027,5.1580257,01
4.102223,69.273705,01
2.0803633,290.98782,01
3.2376068,180.53424,01
4.481463,82.28095,01
1.9940851,161.11246,01
2.2009916,27.722237,01
1.7091659,79.339005,01
2.0351243,128.65672,01
2.2981157,46.514065,01
1.7566218,67.13828,01
2.4509764,70.38073,01
2.283471,83.019165,01
1.7038418,4.1708183,01
1.8546928,151.74287,01
3.717474,82.27997,01
2.6756136,116.77143,01
1.7676802,212.0562,01
2.0884917,145.56654,01
2.1537974,71.791725,01
2.7815678,194.5171,01
2.5796525,79.08832,01
2.7806764,126.04299,01
1.8650645,105.06913,01
1.8688514,96.2524,01
2.6576364,81.95703,01
1.6622576,196.07848,01
2.3325355,71.59699,01
2.6854239,73.0059,01
2.071067,73.576744,01
1.8149861,270.77744,01
2.1897082,52.052544,01
1.78022,95.23547,01
2.1658876,130.66232,01
2.350996,182.42793,01
3.5549257,61.019302,01
2.918934,129.30493,01
1.6207763,47.317696,01
2.2500641,179.03448,01
3.9758582,53.21712,01
1.738532,0.61211264,01
2.2640703,54.241154,01
1.92043,143.43004,01
1.6587158,31.44887,01
2.0654004,108.323265,01
2.6594899,56.933388,01
1.7525216,95.538826,01
2.8853946,149.71089,01
1.6341093,35.999805,01
2.230691,46.93802,01
3.525328,54.909653,01
1.6647273,116.054184,01
1.7816498,227.1161,01
2.236889,183.43517,01
1.7661147,86.74086,01
1.8128103,81.890434,01
2.090652,148.45435,01
1.8798723,110.91948,01
1.7837461,37.00863,01
2.563509,206.50983,01
2.9691179,97.234436,01
1.797752,29.799385,01
2.2381,136.52472,01
2.5376062,10.062227,01
2.1879463,166.93748,01
2.5138,62.442078,01
1.8018125,123.90066,01
2.2639472,49.01743,01
2.2396495,35.524582,01
2.7668302,207.97234,01
2.9357634,137.80435,01
2.5310752,233.91356,01
3.4861696,78.39994,01
1.9298538,0.0,01
2.0298593,32.585453,01
3.2391334,243.74461,01
3.2065446,110.49286,01
5.2319107,107.64008,01
2.077435,173.87766,01
2.125707,50.275608,01
1.9387492,79.16992,01
2.2208662,222.07729,01
1.6974775,53.360165,01
3.2487125,78.41849,01
1.9713907,40.3225,01
2.0696027,126.00581,01
1.8013103,88.210304,01
1.6305121,47.23696,01
2.0399845,39.168106,01
3.303787,45.931683,01
2.9401202,16.496567,01
2.8407218,25.280775,01
1.6933786,111.0266,01
2.4515305,135.89166,01
2.1815517,54.307384,01
1.700373,224.96573,01
2.2233214,89.737015,01
2.5464878,127.17063,01
2.5911372,104.84418,01
1.7920861,75.338394,01
2.7872095,83.27896,01
1.8858659,213.22456,01
1.7801653,122.88488,01
1.9319018,25.11973,01
5.4592977,368.26276,01
2.101233,219.45544,01
1.6281693,96.898254,01
2.380628,83.54104,01
1.5964719,159.36403,01
4.9058423,0.0,01
2.7206082,50.479656,01
1.7987784,25.33381,01
2.1214828,259.01993,01
1.8949375,226.52109,01
4.4022417,74.7212,01
1.9515355,114.52629,01
1.8274677,15.612742,01
2.5421746,193.40598,01
2.2265947,39.142643,01
2.0700533,280.15604,01
2.032187,192.14612,01
1.7298554,70.9488,01
2.0354853,62.081215,01
6.719604,0.0,01
2.0377638,83.21421,01
1.599726,89.20232,01
3.525063,92.53943,01
1.931814,143.74173,01
1.7082736,116.701355,01
2.0396202,23.535816,01
2.2213724,116.165565,01
1.7170072,21.453577,01
1.8195052,159.66887,01
2.1901417,200.84708,01
2.076001,135.21205,01
2.4900374,95.78946,01
1.6878906,0.7645956,01
1.9509883,84.64611,01
1.8872821,142.49818,01
1.8274969,58.314034,01
1.6408896,190.84265,01
4.36636,51.92406,01
2.010323,206.3732,01
1.5639105,90.48329,01
3.0747201,62.036995,01
1.8962361,66.50086,01
6.730498,79.14957,01
2.083747,148.66705,01
2.1146934,74.20688,01
2.0858514,37.612507,01
2.6770973,115.36568,01
2.1111236,291.20206,01
3.0776746,120.392845,01
2.4464014,194.02136,01
1.6558208,245.25621,01
2.1467783,78.95649,01
1.738407,65.64622,01
1.7970309,32.865993,01
2.3498776,4.813553,01
2.0126424,55.2344,01
2.5521176,124.59578,01
2.314459,194.65292,01
1.7922939,127.46531,01
1.9165677,85.68468,01
2.3349898,74.24152,01
2.3561325,180.06992,01
2.0876322,210.14586,01
2.7851725,85.60519,01
2.0526428,54.4914,01
2.0894582,190.24509,01
2.0638793,148.29222,01
1.8231113,178.66722,01
3.6464598,147.92244,01
1.7678891,30.191568,01
4.924543,2.0414376,01
1.8774846,35.59565,01
2.1639726,94.57077,01
1.8716254,37.588406,01
2.7215095,140.06459,01
1.6456469,77.50159,01
2.0876698,8.196587,01
2.2327535,67.57465,01
1.737174,100.70735,01
2.199838,88.54405,01
3.0260057,8.472596,01
2.451568,84.38611,01
2.4453726,82.12204,01
2.339577,215.54236,01
2.1301863,132.08633,01
2.1955736,74.91065,01
3.4215345,23.305658,01
3.2340295,67.03816,01
2.1373754,69.69564,01
3.5071898,159.98355,01
1.7657373,0.940938,01
2.0377927,127.88675,01
1.8171922,123.81856,01
3.3501024,70.19451,01
2.3184516,41.683952,01
6.318286,211.93105,01
1.6268651,84.05005,01
1.8698124,4.532161,01
2.5528016,240.30508,01
2.6362386,78.81123,01
2.0499926,64.154625,01
1.6324754,67.55141,01
1.8365761,74.512764,01
1.6712956,85.01126,01
1.6712598,47.74177,01
3.4622731,74.94122,01
1.6337674,136.26982,01
2.187937,115.108475,01
2.2158513,77.27216,01
2.1052232,148.05136,01
3.0066261,77.03039,01
1.9007093,113.04558,01
3.3192768,87.21751,01
1.8907651,127.607216,01
3.7537346,89.03561,01
2.6532016,166.5928,01
2.0932202,113.66163,01
1.7049643,135.55016,01
2.2464793,32.515568,01
3.1035306,50.641155,01
4.2801237,49.660294,01
1.9400885,2.4929123,01
2.9260464,24.512665,01
1.9308462,18.58058,01
2.0222793,88.41787,01
1.9013588,8.271845,01
2.0257814,163.42574,01
2.208691,103.85886,01
3.4223056,233.33273,01
2.9838917,170.50822,01
3.0036185,173.56165,01
2.2237453,112.98261,01
2.3089566,121.16395,01
3.7030923,315.73935,01
1.752849,15.391917,01
1.8639805,26.395355,01
2.1787374,56.614635,01
2.2696452,115.62605,01
3.1357443,48.950356,01
1.8484493,141.33217,01
2.0930645,104.762474,01
1.7563246,208.45651,01
2.9979353,67.00658,01
2.1467607,68.90074,01
5.9910297,190.08986,01
4.2106705,55.245384,01
3.5104623,214.86198,01
2.4851089,128.00656,01
3.2888944,37.452877,01
3.4530518,0.8960827,01
1.9460675,54.64265,01
1.9724915,167.06114,01
2.7531455,167.57117,01
2.2554526,159.4259,01
3.4557154,110.38121,01
2.7921605,7.1400647,01
2.1823127,61.681637,01
5.400484,97.103836,01
1.7293684,94.45974,01
1.6864909,157.87935,01
1.9387925,72.24431,01
1.8659858,94.596,01
2.1374128,56.09534,01
4.4188423,28.470211,01
3.4692376,4.3470445,01
2.7615223,68.42431,01
4.2181926,144.68488,01
4.19954,29.859955,01
1.8612622,29.09377,01
2.747762,32.123028,01
2.696679,59.042732,01
2.1246312,125.90782,01
2.2748928,52.730946,01
1.8503203,111.012054,01
3.836885,0.5871028,01
1.8707978,157.89995,01
3.9206996,92.99594,01
2.327223,53.96126,01
2.802066,43.68117,01
2.292229,96.07395,01
3.125014,56.372803,01
3.3624024,0.0,01
2.4404213,136.55855,01
5.397714,253.20787,01
2.3333416,158.81274,01
1.6079239,33.11198,01
3.0387466,71.24295,01
1.6674054,43.16431,01
1.9216416,151.47456,01
2.5843778,75.61087,01
2.3790548,123.399956,01
3.1371527,31.872604,01
2.1201866,46.112,01
2.8250496,219.25624,01
2.5909083,155.92796,01
3.2497616,105.06062,01
2.4687498,156.02975,01
2.3424609,65.16651,01
1.846804,76.25162,01
1.6487656,154.58994,01
3.4401476,0.0,01
1.8228089,23.768085,01
2.426944,82.61608,01
1.9849257,1.4923348,01
2.064267,135.02837,01
3.0492055,63.84006,01
1.6237907,96.97128,01
2.8756025,256.11456,01
1.9857191,156.86386,01
1.863139,38.524315,01
2.4941127,2.7321243,01
3.1469054,0.0,01
2.99034,68.87971,01
4.3950276,43.16997,01
6.125044,150.06183,01
1.7360086,143.39201,01
1.6675601,21.847006,01
2.4455776,100.47265,01
2.051059,71.64701,01
2.6275396,248.1747,01
2.7323508,8.383767,01
2.151617,100.29181,01
4.469416,79.26628,01
2.4069302,98.94988,01
2.1853523,90.832664,01
2.0466762,81.95172,01
2.4425526,63.751553,01
1.8979617,25.594643,01
3.824801,86.31805,01
1.7477242,184.16664,01
2.3437588,172.38356,01
2.349985,51.679256,01
6.2503567,0.0,01
2.6558602,102.7175,01
1.9840841,125.681274,01
2.0795255,96.22038,01
2.357152,187.86505,01
2.2310052,135.31831,01
3.331607,123.125244,01
4.176767,0.0,01
4.6061172,66.99364,01
3.3644536,0.915581,01
2.0044296,101.64366,01
1.6521838,69.86053,01
1.9132596,83.30634,01
1.8946321,110.203384,01
3.0480154,134.307,01
4.2949514,3.543192,01
2.0180686,220.97942,01
2.0459065,85.02803,01
4.441727,52.962025,01
1.7937505,128.76569,01
3.2509468,6.4680605,01
