,MG_H,MG_FE,C_MG
520947,0.10153876918432624,-0.02760857800114687,-0.03978623806342928
280174,-0.10174059176997173,0.062426921098071894,0.007044474730906261
409319,0.006933387727901125,0.05701034432187084,-0.15736979872863496
510949,0.08539624982767265,-0.017635377695367452,-0.02284135209312589
151757,-0.06223520076926494,0.12831439618721568,0.009492756483762868
390915,0.05327983481247395,0.03551777995077267,-0.17260791498560724
452616,-0.286380828309933,0.0817037808875346,-0.021970239891814847
174964,-0.08720325939964606,0.12210755143363579,0.011305496695416264
476960,-0.02037172770745307,0.05874044071186957,-0.043714936585131606
388918,0.04449083084502266,0.03406595886307613,-0.16200946690018211
371362,-0.05957965170722157,0.014684237257196545,-0.03943099627752934
416950,-0.06717991850134573,0.06043308685005734,-0.09065896827657748
462534,0.03664759722339343,0.06078635576242185,-0.06583303411889582
468154,-0.010407534076093145,0.06497144171062544,-0.05672847250026963
328168,-0.0706704077184821,0.017299603517982307,-0.011358378048254972
404520,0.004777740005310822,0.04902363163291268,-0.14898404811417457
467766,-0.0663862763678301,0.060546255722768755,-0.042374726845074165
248955,-0.022997967415640887,0.052213642780983976,-0.023047717109301955
221351,-0.010677314099750115,0.05098374105572173,0.002065412547956849
246936,0.05020616766715039,0.04853784739644905,-0.05782659865060298
438924,0.0006865079510215949,0.08106684862221977,-0.13225004800297527
418105,0.05384910972766629,0.052121768066386576,-0.18649624567246562
426589,-0.18887773728965507,0.07881897474107297,-0.05197703787170635
335315,0.14749238860780997,0.010218524155714281,-0.15632189895541926
170450,0.3399695806480339,0.09717341909526239,-0.21649957471585068
440592,-0.19741056792001033,0.08599823369847831,-0.0434080006680721
456960,-0.05917026079162074,0.07416820196361845,-0.057272716630137076
273344,0.020054936508259794,0.04487222271190838,-0.05385113771504489
191685,0.23514975737981786,0.05261501138223798,-0.1484354498725737
263827,-0.31998955079273017,0.16752472509904426,-0.06977455825378415
386148,-0.01282025945927162,0.023148632990126226,-0.08069472070557547
448536,-0.012626991273143382,0.07596762107164172,-0.09201789622858678
515359,0.024618624805280435,-0.0202707226553196,-0.01592518861201056
295363,-0.04959684403494238,0.03893047944948848,-0.0170473637224344
312915,0.1505896934603013,0.015172020817201676,-0.1526991120045281
522562,0.0069487056937461615,-0.03196920643378978,-0.007874223152516248
234561,-0.05145674900474784,0.06490478870635802,-0.0071019380801026835
166552,-0.03740112662106209,0.09948170272600595,0.010288704908918141
491341,0.12361335187346328,0.02469314123720817,-0.036932805956867196
467009,-0.23916526225349907,0.06364196968998467,-0.002544608575846763
322900,0.2137471914017996,0.011462524681492864,-0.19085577636421772
59434,-0.7400838283555338,0.3222136599421781,-0.3164761534653566
314071,0.3488530199070149,-0.005184803777416813,-0.33987414225086393
448225,-0.3231064723192958,0.08028714197628883,-0.0035640715051874494
467319,0.10860600034081593,0.07119432815294913,-0.11281394974537191
442894,0.11708358553766038,0.04984082625704864,-0.17675601859424375
456893,0.16611760404014675,0.04110034802808368,-0.15576894870874392
211332,0.059110209461183866,0.08531420128837748,-0.05894590792884019
473386,-0.14161962448409543,0.060841066198397936,-0.019023517992597383
305325,0.10725285363608263,0.02111135648104953,-0.11287361858789594
348987,-0.1485144685729907,0.02891182140241616,0.020725327289249307
444517,0.04100183756888013,0.08451138827027083,-0.14231964329723923
401740,-0.032661851682450345,0.048400827969575795,-0.10661272390650745
254516,0.13065900197821984,0.03659812888107805,-0.11056136675609649
458492,0.17188916472636284,0.04023096796689776,-0.15398100495234165
427799,-0.22961189700385254,0.07848267294671118,-0.03649747836660372
356128,0.08610534310375524,0.011003909823458252,-0.11216424291022487
508943,0.13410624904417837,-0.006333822823875623,-0.039428051274113626
471361,-0.02379548258156109,0.06705126008499898,-0.05092346179986559
220111,0.14264205863335208,0.06829998148459158,-0.11946949504328536
239352,-0.015966995730738967,0.04401794146446901,-0.009654226589386198
198925,0.09099632741422271,0.07790618928916679,-0.059303790208277994
258190,-0.17195064086706183,0.07872861902353376,0.05280999437260782
325710,0.16784817954671225,0.008569250043430343,-0.16403398518702084
526156,0.04150690366678784,-0.045282924447021596,-0.016004560086070697
387722,0.029446358584419557,0.034170419084930494,-0.14980191665933082
434141,-0.05217482926291907,0.07068477236526086,-0.09081278795170643
363745,0.01747348471642558,0.024672421061817582,-0.08691921464687997
508929,0.23312729535698393,-0.0017496520186482678,-0.06374505575388756
453739,-0.005123496721818102,0.06979277848900076,-0.07940847531416778
447749,-0.0482950683920842,0.0725138453481283,-0.07778562065259634
421715,0.014557839099231073,0.07508347711912511,-0.16863773153139544
431745,-0.06417919182478588,0.06858982493554344,-0.09235680868032103
471325,0.10250746600395179,0.07317906809294972,-0.10010342964709389
525763,0.008895511259358647,-0.03798514639864613,-0.008740223541047424
162869,0.2755622192312054,0.06011259627977025,-0.1513934272262723
494528,0.18428153690667734,0.025371145219014124,-0.06389613086510741
218928,0.07784771871188849,0.05755968558527218,-0.05487548318537172
477335,0.09311291333236645,0.0436899356839819,-0.05171838794718466
413341,-0.05502236796801891,0.05843855259013749,-0.10097960175168244
502959,0.015110580520385632,0.009060341171761181,-0.024258157273042716
425347,-0.06924282795411395,0.06533984242905812,-0.09183927812700769
271780,-0.12783037677940284,0.06485274633066526,0.021797735375150146
406570,-0.11295921195934168,0.03799195617177896,-0.052379816145539645
288094,0.23279323951879644,0.01596924668710678,-0.19295279943779375
289325,0.10540792624566077,0.027426292464830887,-0.10983240383878749
507326,0.2365727565814291,0.0036737181819838094,-0.06614483051951078
457760,-0.05711989552172448,0.07421840052063819,-0.05707319269536187
376501,0.15098876909219366,0.007682938177591109,-0.20586604301470576
465317,0.10728553278128514,0.07944274974299215,-0.12356179888123794
468556,-0.016389875948597147,0.06193534119140842,-0.048758962505126624
417712,0.022335130586315137,0.061573512206762444,-0.1719695628819422
183683,0.23780654224418893,0.05021084398447265,-0.14817336140571097
486186,-0.12698829248021698,0.04111634963455521,-0.0030286302600242287
525353,0.06417441924579613,-0.0349679779698161,-0.028471191858163575
457351,-0.030592723047883887,0.07638525392273765,-0.07239955031514853
386483,0.2064137487515209,-0.00973025457772389,-0.29734161616538957
516155,0.047842882365313644,-0.026832976147638604,-0.01698118232536514
422529,-0.03096706164360926,0.06818458567321486,-0.1267630577631207
408538,-0.04471485037314959,0.04964236261745567,-0.10741303344319872
357743,0.027046655198308074,0.031513151348114755,-0.09984229269166509
506160,0.004975344865134976,0.005897768726283712,-0.01581787535165773
338596,-0.18787230757072235,0.03803065429231081,0.043767046668812315
58909,0.0035451869378710513,0.21783106458620652,-0.055669494590258904
420490,0.10759749184240594,0.02972615264389239,-0.21740129043366851
406930,-0.026762794982972446,0.05549524128688896,-0.1329814181571881
447325,0.019268768799006512,0.08453354403455399,-0.12317620282691269
308570,-0.07990642442591697,0.02530755639254484,0.0036984332767556888
468118,0.1118285895782298,0.07093751489175709,-0.11221078963173663
162488,0.19538774764148867,0.07647684405707185,-0.09629702452014015
368915,0.10592278582574445,0.017121851467633953,-0.16428083011477304
191761,-0.06318090492089261,0.08961850200148079,0.004780760699503561
231749,-0.0012172733357203383,0.056888191796401553,-0.016556543278963165
196951,-0.017509824230308953,0.07574890651153948,-0.002924826521511978
150876,0.234568649724155,0.07104625269373888,-0.11091505167604515
467320,0.10142234657088546,0.07491441956103431,-0.10812644466835876
108067,0.21512000907174933,0.11860851779431406,-0.08518841494107393
417753,-0.0690575556292561,0.061647855214640376,-0.0873800283723684
453824,-0.31779699672362394,0.0764846355593376,0.0005526309671602947
437729,-0.013419060945597553,0.0735527951346473,-0.11150986120903698
481003,-0.1990121007204053,0.047311926756968825,0.011076423115874062
337338,0.048828933054657055,0.023182410162156847,-0.09037256177330637
521377,-0.052099663504426706,-0.018969795622626746,0.0038346878018514358
113333,0.011079051956814228,0.1566756950234453,-0.015757553398227674
449739,-0.016568103856201766,0.06862397543625316,-0.08143592300928237
488203,-0.1900554130590401,0.03244762753399705,0.023664093781954776
434587,-0.17709079218348137,0.0822595319641021,-0.04694289116683478
526969,-0.01703989324677808,-0.0281593619933315,-0.012924644583265435
319699,0.22061379651062707,0.011679392986781278,-0.20151511628523433
492554,0.033859195450542216,0.030767879705814096,-0.0351190027307972
351699,0.2069477643286035,-0.0011046729589557214,-0.21078628530377017
404931,-0.024255281839889425,0.05282784322048499,-0.13258983343185585
412572,-0.12222011684061715,0.041233950834679345,-0.0462926876106208
212158,-0.04735858799238703,0.07036778868216668,0.005158579736321965
404168,-0.1047859613382612,0.044614530363380714,-0.05749535943010177
385451,-0.43170040448790725,0.05425929483850689,0.024990743451839936
463777,-0.11212225065516733,0.05814435849184958,-0.020032891015782164
514564,-0.006297148207485653,-0.01897549150320387,-0.0015473281270743447
443348,-0.05704932383453277,0.07345816689432225,-0.08018679912953511
258088,0.25004661202315936,0.024327517018907452,-0.19688495899238254
22688,-1.6434690463559394,0.39593150385458054,-0.6503203442794641
243708,0.15991949445283193,0.03691641302153463,-0.12842441959967482
431739,-0.05053347731952643,0.06817353977272575,-0.09834789846815381
458536,0.016597643651911072,0.06933038495701521,-0.0780753743849139
420916,0.010083618585465843,0.07182538968830483,-0.16039176950604458
413371,-0.11429053181166869,0.04944532767792896,-0.05813677678046865
509752,0.058180059380967895,-0.009489567751749979,-0.01913346961576861
429332,-0.03494301771596605,0.062477338548534884,-0.10201554176591232
364910,0.13239281890105917,0.00834707090295482,-0.17857642965126205
268517,0.132553102222381,0.035994437502308116,-0.1215121147941047
366589,-0.16390837184286797,0.02630622568741195,0.01193040027783876
490125,0.1810413327308592,0.04636051252626189,-0.08453709610980582
453356,-0.05801780584054715,0.07597059351082659,-0.06776973808203242
262898,0.208460525352378,0.029222353114232547,-0.16491426322262812
388920,0.034662457067423595,0.035289438134927624,-0.15415866674038906
190986,-0.17563291033172504,0.15330746354020988,0.010883484134062621
326218,-0.2791453411268053,0.08499427850961722,0.006550799593515733
118441,0.3019825758520956,0.14950057523526755,-0.14966546261559113
274902,0.19442826815865624,0.022662142298566945,-0.15742708862446536
462496,0.17181121619533443,0.04360111076896589,-0.14198583571377274
248128,0.08274520945993812,0.038580558116773515,-0.06904678929327919
407341,-0.04567710121784027,0.05192404014876824,-0.10198120293646265
441759,-0.08238672067053789,0.0790460029978566,-0.08234630176859593
472129,0.09293873804830395,0.05721618680428849,-0.0797097030987324
256558,-0.039288788637618005,0.05407720267020706,-0.01736616133271198
188899,0.1762340263483637,0.07632891246203491,-0.11285279540356878
499369,-0.040568225192841534,0.01992761421303458,-0.015424058187953615
410561,-0.07411730850213588,0.058553270866621404,-0.08128574614006631
175751,-0.023712561903865014,0.09772004415726415,0.005687148118775395
385709,0.09160270809754187,0.016378949669063128,-0.18411141395783953
304105,0.19406835929858682,0.012298090207405465,-0.1652754050470627
404116,0.02080610344664515,0.05873682033873725,-0.1729645506397819
323013,-0.25394420036309956,0.07108171730453167,0.013927490051696967
416990,-0.1990930290811022,0.07601830014322836,-0.046527209867229385
246880,0.2807295585736359,0.02449955711506696,-0.221129401784698
276108,0.17027346318498288,0.017157528683453743,-0.13997946775837905
398570,-0.10977005870358073,0.02891036212786166,-0.045956318031091486
422507,0.04487793621138886,0.06120550466886657,-0.18124562424341326
174960,-0.06935299606260886,0.09675083424135,0.019238961438889896
98287,-0.8339721624249816,0.41926285473672364,-0.5060375513788651
473013,-0.24841474373927147,0.06037158769836487,-0.002700472422452971
493007,-0.1993447958853024,0.034753069637788986,0.020891907898563017
297706,0.18468492994885047,0.011661600543203116,-0.16506757581554993
483347,0.07171551815237343,0.033041764581943904,-0.032493026925053466
346886,0.26490488114969557,-0.0044835163275038226,-0.26497076641167927
134112,0.09539907997353005,0.1457050488012678,-0.07909359533566393
449320,0.04029396438783787,0.08565960712796747,-0.12965418683481814
524149,0.08772980517867732,-0.03881386184224517,-0.03302653350656502
377332,0.044093776888082026,0.031121254591007484,-0.12192888460277587
418515,0.014377548915280557,0.07070936834858736,-0.17035342729241512
495361,-0.003915159847600318,0.025407554939855227,-0.021952482549994868
486243,-0.3546787475066916,0.060322389466762494,0.034950097819959114
416552,-0.0666949541455024,0.059538539029169515,-0.08653352104003971
431687,0.12914331207951282,0.02715605972070126,-0.20930164126902526
483312,0.19595434441976212,0.0759503075081503,-0.13347896326907405
227706,0.16257511117086387,0.04487613084540351,-0.12372704264726193
314150,0.0029067809655707426,0.009835392779230009,-0.04683729452543625
426530,-0.032427970428965204,0.06803740263591607,-0.11475745993441605
458924,0.055224247241423136,0.08416893958110896,-0.11332304590833459
512979,-0.06655297759821877,-0.002037199794246422,0.0025812583531175937
405662,0.2409817651721196,-0.002297843728358173,-0.4013266549799228
255674,0.30782841249789883,0.015041735082696184,-0.26174629775258434
438917,0.028174239120393026,0.08364719101344224,-0.14798944380742096
381728,0.032641016766861645,0.0215346743009925,-0.1265263562746013
352560,-0.04276412868825245,0.017859433461543117,-0.041910948676271494
372097,0.18021839024208808,-0.002456091355350576,-0.22207012427888287
361349,0.0026917077882863843,0.014096459252702514,-0.072957892035933
473760,-0.022268882136951083,0.06373131985008032,-0.04731506659403115
516137,0.18157316864423112,-0.010540050003038759,-0.05428383708117204
278945,0.021889274955438166,0.041156082937177915,-0.05460710305094229
480965,-0.0423627455417315,0.042025574060410395,-0.02479388109146341
447013,-0.27479153396146455,0.07156232321885536,-0.02221964707124746
396977,-0.134761803825211,0.044950109516347814,-0.04882891980929646
427339,-0.05442872944497862,0.06794415446013914,-0.10261844561092212
427336,-0.04713570020091567,0.06872642973354648,-0.10459740412819907
324552,-0.00532974836274801,0.006932642311991693,-0.03845826035952287
268619,-0.2891699927901578,0.1913360580695132,-0.10933515026821611
432545,-0.06318731547031615,0.06862113137650162,-0.09160056518672523
237338,0.039927336416587196,0.06116804687623355,-0.05279718964048648
366195,-0.189140432076387,0.034128209224205314,0.022784473205309935
518582,-0.07786983647934657,-0.011570526830200989,0.007015022788552552
424578,-0.1481735433905866,0.07245992972726087,-0.05703161627410899
470962,-0.04088994632003423,0.06327009274156069,-0.043766122152327586
462203,-0.22026555288833594,0.0731103979945078,-0.014960413901176195
275413,-0.2607309106451852,0.1175005890935944,-0.027876199174966088
463758,-0.03610275452928649,0.07252534142195823,-0.061513791441565435
486542,0.09766757539499403,0.03222480513588066,-0.04077709101073019
196921,0.09974678429726898,0.07202242595992303,-0.06024646012215126
443739,-0.031101129353051104,0.06940794749677713,-0.08632392824510673
371296,0.18230259532669327,-0.0028379264820230232,-0.22226417477012833
460170,-0.08983316194101393,0.06930857541569466,-0.04865951259770987
436083,0.14854624618075316,0.034668418497049824,-0.22479876178360508
442583,-0.15551467780618292,0.08924533220975217,-0.058478749428793636
386912,0.07077497916290484,0.02520670041021339,-0.1808241012319079
138518,0.09397473259576251,0.13013494525076003,-0.049893112364221684
390149,-0.0146928091008299,0.02530201656777057,-0.08032886775209677
32882,-0.05484952363139388,0.2974815890102916,-0.24945551904370283
381750,-0.017072348591416642,0.015764395253336883,-0.06633765861488175
379313,0.08968703291461133,0.017824997565362197,-0.1771639315835801
210554,-0.03085382135475041,0.061309198574699214,0.008962929142486243
384966,-0.08638924980750896,0.029393583700620507,-0.05094709192152795
482942,0.08459889880228508,0.036229071082561244,-0.039957505782543694
460553,-0.028286096550606123,0.07801191060253485,-0.07305773600024268
474898,0.21354320410004987,0.054381173879300776,-0.1439545860997684
369688,0.22052433589076834,-0.0026976409065762597,-0.26363262960253947
434937,-0.04021350755231516,0.0750085984238462,-0.10143310197496617
288191,-0.16674219128646336,0.05792072740978785,0.053662887379840374
447391,-0.1841976674720179,0.08469765649319219,-0.04280132881246018
149350,-0.0392700882659131,0.18097920950807497,-0.04363959823464204
462557,-0.03415772258038326,0.06753046906604142,-0.05546594499499123
164571,-0.12035423377677004,0.1484671232427833,-0.011832841899002994
349355,-0.016228429912957254,0.01423177497496017,-0.0550054424588234
384922,0.0360507643010995,0.03223467793078234,-0.14890354924707225
196479,0.26261120930782555,0.029272665205923032,-0.1673825902277313
289779,-0.11592429799123567,0.041242997356638514,0.02202479544554642
167237,0.3825563779507513,0.10905354422110852,-0.2386031478425066
234175,-0.11266839979323537,0.12369277946978588,-0.023757482622477122
36886,-0.034864029366581846,0.35161413683809023,-0.29300953132917346
386195,-0.20267445926794284,0.038823467091854025,0.008142485775747055
485364,-0.03784806303329843,0.03499134216703859,-0.019663586485576534
235733,0.06507869547295438,0.05084444664638914,-0.05858292046219077
440100,0.08638789734939734,0.06105217814417087,-0.17008364670593867
430934,-0.03925853599420566,0.07134481136587804,-0.10569404339836207
298905,0.1929954082658478,0.014218274812839521,-0.16440813138676758
486544,0.09203468757033043,0.027977976276947675,-0.038587702922430835
437300,0.08131412843077214,0.06040675536266244,-0.17375999103566697
453753,-0.046862177788036724,0.08481695533564054,-0.082925174402849
481760,-0.01664130889322076,0.04953683167768492,-0.0349766041733764
362204,-0.22724014657975655,0.022376095353843328,0.03851174918680106
466104,0.15311018283052655,0.07494094379645802,-0.1515011250591866
348891,0.24512812422424726,-0.004219476985264564,-0.24908826742293075
196527,0.08202463261022624,0.07329641599384953,-0.05065297453531835
501374,-0.06189999280331871,0.01808797179526323,-0.005759120633760252
458923,0.06344332888253827,0.07853730469226289,-0.10744246502104841
451377,-0.12380295867688504,0.06989925148510076,-0.03636813364982652
431754,-0.08312686836064716,0.07344356897231823,-0.08739136999018408
221337,0.04467350043701516,0.08037037315214011,-0.05297766890970522
502117,0.2612578763950059,0.02436671684579425,-0.09992185728082661
168489,0.1990520568415768,0.07610832764188075,-0.1060303608135393
461700,0.1504527385766504,0.06800416120604623,-0.1536521424220085
512135,0.20633533659977715,-0.004112394236304467,-0.0539832367853397
476920,0.14112698334097562,0.06506373607238218,-0.10131391063580103
432988,-0.18636046751988028,0.08112197335852972,-0.04917779897052532
484957,0.015319592129758627,0.04277269046943805,-0.038680169581952334
456507,0.1110056892961824,0.07635547295076969,-0.1515075129121382
456561,-0.06027300526576777,0.07445646615636713,-0.057674226861136074
427804,-0.2545707149951377,0.07812695129893177,-0.0250061200887568
226914,0.12823444949955767,0.055334234424119014,-0.10292719538353236
519343,0.12987020624500495,-0.021012552860247224,-0.0502694369022631
381388,-0.17401960462239144,0.0332502206168897,-0.006196181013977092
527362,0.009831248732511443,-0.04088893370925878,-0.00941610710837145
369335,0.05551692696243225,0.015351425090688764,-0.09485148736473373
425351,-0.07544566111246447,0.06953548770985958,-0.09350137570734983
305798,-0.1960737361230689,0.04880074419108929,0.05706180926602722
272456,0.39592666112794583,0.004331048689110661,-0.38691155321828863
502502,0.31993916688835244,0.04552943112004987,-0.1567411405082058
163727,0.07128171597664633,0.11603263117041458,-0.04305538504432469
470497,0.2051406934807821,0.039477065025684765,-0.1350314161256258
470898,0.19600061689582388,0.05702658217034065,-0.1453533475840596
438530,-0.01689517667015482,0.06891136529881789,-0.09940393926724865
246886,0.25106787234276645,0.025704086793208125,-0.19290718597771922
444157,-0.07561723243192259,0.0805352069028139,-0.08219518775770254
510912,0.30629340321814374,0.02910153095309248,-0.1366672810190571
435375,-0.12539371863178755,0.0700102958392157,-0.05556479633085773
525387,-0.0904994224342054,-0.021573549273230977,0.024651087121221507
429281,0.1499734054905373,0.026269617384042765,-0.24761552699012052
252620,-0.30240246743285826,0.1873347246405206,-0.10823137812674843
239714,0.13230252155649938,0.04266463254872507,-0.10627713213523038
408533,-0.033107868012904725,0.053678528062979854,-0.11951844109778151
451723,0.04012903394575199,0.08350798380838635,-0.1165050575150984
289355,-0.01630614985834444,0.032888387878573205,-0.03787759640313862
286540,0.039078252535124085,0.04660693879302985,-0.06932877838094276
498921,0.2333825817761941,0.03086174020759616,-0.08806592525551152
466581,-0.1245587686610387,0.07022212294688822,-0.028997965019055702
480954,0.03206862099464748,0.05335281872645015,-0.04839303453327856
403735,-0.029429550331945775,0.04913967094474868,-0.11711792922514941
307354,-0.01459786676322026,0.027216187391740254,-0.04399219887755533
414535,-0.04259952761494522,0.0602825083831726,-0.11704633672409377
448986,-0.16615339752142164,0.07879261986303032,-0.03794273639743931
