,MG_H,MG_FE,C_MG
389349,0.01699347652480528,-0.002699428419554936,-0.052537679270017096
270915,0.13624618876637404,0.04414819016806089,-0.05314490034715
486548,0.023825230154209686,-0.035002014069944146,-0.07677072810777626
338139,0.050154151965370375,0.019519917985090278,-0.05442361041797519
313312,0.1560848251272581,0.023079458170502998,-0.06155803417978359
424542,0.04378876359396336,-0.020165681601506474,-0.04859396055816654
252518,0.11801756504382584,0.044308874316712585,-0.05125147109075749
436110,0.18184823336835607,-0.0027336033153445294,-0.11151258639716195
402609,-0.2221062137314693,0.012941879696034914,-0.018772273564912262
361743,0.03797775792491265,0.009060838860547687,-0.05165341114360597
226182,-0.13516676950955062,0.0716775011347987,0.0015164466342698357
465323,0.13750842544082104,-0.027728997094642466,-0.0942310894576916
262906,0.17159958567308073,0.014296533345303342,-0.04021434271056845
327724,0.10769354812526125,0.01753368809521838,-0.05170461179731501
495759,-0.01686510251764965,-0.023117817587619424,-0.05612751174481179
274504,0.1820383034645784,0.016621193222646352,-0.04711075480707788
359336,0.06052951697623658,0.015348505533457242,-0.061848571311970725
178565,-0.07986325917548846,0.16599394820032048,-0.09671556659510698
489388,-0.1361658271988014,-0.013622267982492275,-0.03880874447145477
315299,0.2169193811235789,-0.005670268728755007,-0.05296058909398252
445376,-0.09067489461440498,-0.0023551514204116636,-0.04396763950455493
204120,0.09406981417832284,0.07828196767525875,-0.05740895274705536
307339,0.04756315280454673,0.03159776258527748,-0.053804207829626326
184148,-0.010053293983203503,0.14857763060287613,-0.1074306095698983
259769,-0.07622383163186035,0.07986798266748323,-0.04680746806844893
93256,0.21261202140162358,0.15331901553275334,-0.11274183984773696
524942,0.04869056183818363,-0.03926245387231145,-0.08901586407945998
467739,0.06123215985777761,-0.023140133126785575,-0.07486147749473494
473780,-0.10446753995367608,-0.01459659503614709,-0.04382672512613295
452124,0.12651001840340842,-0.022978340684589926,-0.09379413563433417
408588,-0.1405167615114894,-0.004605567568476271,-0.010116926536843457
396912,0.16992895169500172,0.003693948496683863,-0.08646186252770552
298158,-0.029893323210394795,0.029779026377197208,-0.022356326327665297
253325,0.09452719880219944,0.043801324880957324,-0.049479844728202896
481722,0.1380082278697395,-0.02907246265671709,-0.10295161468534254
