,MG_H,MG_FE,C_MG,N_MG,C_N
452519,0.05736349279742522,0.08279753761434039,-0.13203326163373577,0.13795370483292985,-0.26998696646666565
438211,-0.2733810661254613,0.07273533479800293,-0.040598025243342106,0.1983494358888881,-0.2389474611322302
220533,0.062146788110101915,0.05928016296268801,-0.07032529907289403,0.1609387237386428,-0.23126402281153682
429728,-0.023813768962187138,0.06884195792563583,-0.12521515699865352,0.15746246634929684,-0.2826776233479503
487721,0.18859551204080577,0.04143035271134882,-0.09026099640473889,0.13642859661443363,-0.22668959301917252
497739,0.15248720255609716,0.020276426170744544,-0.050338637277527756,0.13607648348904838,-0.18641512076657613
483714,0.19197157939035098,0.06781072413791404,-0.1239306010066154,0.11004090882591544,-0.23397150983253084
108441,0.2863516373564562,0.13763422644402634,-0.11739645976443733,0.05643028338646844,-0.17382674315090577
442928,-0.002373378272835678,0.07613412322052106,-0.11742848986306513,0.1683632752441464,-0.28579176510721155
417397,-0.22215407786792069,0.0495511701637012,-0.03998107084196523,0.18393735365730457,-0.2239184244992698
469299,0.18897954011718446,0.06383961017590536,-0.1518950545614328,0.10394332086669375,-0.25583837542812654
272544,0.02136779602904848,0.03949442762624655,-0.06717293073516992,0.17395140587980973,-0.24112433661497965
400208,-0.26789457197601413,0.028343244509024645,-0.006788472726539929,0.21791389499121294,-0.22470236771775287
469349,0.01246451333850147,0.06254298116851967,-0.07030737463104643,0.18936918020385912,-0.25967655483490554
432540,-0.052954048838541753,0.06603607591315327,-0.0990325399732273,0.17810799385300108,-0.2771405338262284
418146,-0.06572894367581116,0.06495604338727591,-0.10699955653964761,0.18438012427455158,-0.2913796808141992
278238,-0.3695239406692232,0.0809708518691471,0.07112155865040787,0.32647437342220675,-0.2553528147717989
413413,-0.28928452225760243,0.04902052997890932,-0.019291560364257887,0.22025705712126922,-0.2395486174855271
174164,-0.08505023177500044,0.132991052582756,-0.013759136282186765,0.11306011956482517,-0.12681925584701192
405758,-0.06498494399733665,0.0536347789619956,-0.08551209803471332,0.1561540060217827,-0.24166610405649602
124440,0.312585283446872,0.12841147684525828,-0.14188027386493968,0.03617676390178398,-0.17805703776672366
294207,-0.23200703395829422,0.053252970963935026,0.0407385688275361,0.23385891900343006,-0.19312035017589396
109752,-0.0891369707127573,0.24962752734665872,-0.08667208863465946,-0.22892942129167537,0.1422573326570159
488549,0.08266337022073475,0.0233806439178642,-0.03931674693427656,0.1962426982577619,-0.23555944519203845
416533,-0.04124104263981307,0.065694297349031,-0.13432505614188264,0.14456916814894627,-0.27889422429082894
523768,-0.01899358200981868,-0.028859671913025978,-0.01600972279854469,0.21459609581575004,-0.23060581861429472
421319,0.001853710115108712,0.07388087683363936,-0.1689325649070354,0.12610224827389405,-0.29503481318092944
331321,0.1253088490680615,0.013179227606812394,-0.13903027302204768,0.1441939579118514,-0.2832242309338991
232509,0.1542177491536841,0.06253825208728983,-0.12704338744417007,0.11734547985383262,-0.2443888672980027
239041,-0.39020043489118633,0.07770627789427609,0.0795096703399718,0.44572441474911345,-0.36621474440914165
364189,-0.16164966367086803,0.013605827716909102,-0.008850861560701168,0.20359781725396817,-0.21244867881466933
481369,-0.060529621787569966,0.04052633621032455,-0.03208315975127541,0.21724717358734952,-0.24933033333862492
207350,-0.015327075523479812,0.07947466490818046,-0.026739914967905468,0.11994841438966529,-0.14668832935757076
480118,0.16263766281266942,0.06517399124186316,-0.11140368711829632,0.12073721215645053,-0.23214089927474685
381733,0.030898651331241932,0.017101203412879084,-0.12087035662957143,0.15044639780841348,-0.2713167544379849
170909,0.12861354751334578,0.08033046802605319,-0.07919298238006499,0.10882979338221602,-0.188022775762281
453304,0.10538386191682753,0.0836120468045208,-0.16808362216625278,0.08815752290120743,-0.2562411450674602
438903,0.07592451118794039,0.06894929617670217,-0.17231956498036036,0.0852917573042157,-0.25761132228457606
313696,0.23100737465086196,0.00818427323898116,-0.19416288075939192,0.10370381118469835,-0.29786669194409027
338228,-0.32036629528029925,0.05067511959945609,0.056591909479378255,0.28489164363313135,-0.2282997341537531
462634,-0.3513294022759151,0.0802215427369507,0.007242322989978178,0.2689073316490551,-0.26166500865907694
375379,-0.12780540944029467,0.01836324308782189,-0.029585350949143246,0.19248342678065777,-0.22206877772980105
314963,-0.0480956173771128,0.034452612108857326,-0.04125714500264998,0.18109497347711592,-0.2223521184797659
509361,0.007532104678447965,0.003920301236243033,-0.03348940681402433,0.17070624602480688,-0.20419565283883123
365722,0.0802637970428433,0.01798010191654823,-0.15281143618578516,0.12246457747649671,-0.2752760136622819
205374,-0.11697969118329342,0.10208616471851205,0.007175418670609279,0.17457330775061927,-0.16739788908001
241329,0.08258578443274296,0.03857260601973803,-0.08387106141928687,0.13913561212496084,-0.2230066735442477
54709,-1.2424900977242004,0.4501037608654257,-0.43939817547660565,-0.7141052522440487,0.2747070767674431
255671,0.32466299608347493,0.012523376346259552,-0.2605362160340984,0.04504383544825924,-0.3055800514823576
284909,0.17069022710629844,0.033916337866914614,-0.15661644990197449,0.0992371275258061,-0.2558535774277806
240160,-0.04986204540996381,0.06407762719254913,-0.014423872159149587,0.18423748710538204,-0.19866135926453163
366099,0.18372232366456925,0.0005101027443588091,-0.20854666513237946,0.10883923300937415,-0.3173858981417536
266587,-0.15121497982811724,0.04158106473309883,0.019037384805103447,0.2660696692622982,-0.24703228445719475
112951,-0.07480442755780939,0.27315652697126447,-0.11684123972029087,-0.01448531687678517,-0.1023559228435057
279004,-0.22666678867047121,0.07117850498657705,0.027964083677839757,0.22872921349973044,-0.20076512982189068
188249,-0.45056027787623243,0.2771811784856545,-0.14967209303828877,0.32984948023475635,-0.4795215732730451
410937,-0.045957474034007295,0.05895848749958203,-0.1266236899986119,0.13602315578342244,-0.26264684578203434
369753,-0.018489955152428905,0.02143068000074111,-0.07960563315465902,0.16148924606575407,-0.2410948792204131
386889,0.17451654504619468,-0.00048390578470486334,-0.2386401090974225,0.09300971724628321,-0.3316498263437057
456104,0.11423422517200826,0.08201852187402661,-0.16291893792187576,0.08898213289626006,-0.2519010708181358
406547,-0.04358849084140699,0.05656217514136712,-0.11308976487978957,0.1579988102964358,-0.27108857517622537
390939,0.001889090514827237,0.03567384421142507,-0.11739781898712312,0.1457739477634757,-0.26317176675059883
286156,-0.026045506026136502,0.038627313464256366,-0.03955598304366155,0.1814800268473878,-0.22103600989104932
220513,0.13335871515562492,0.062400372578027,-0.10229532425381348,0.12417746864820961,-0.2264727929020231
414539,-0.051288051822537505,0.0600630357002215,-0.11791375574558052,0.13899187563808568,-0.25690563138366623
90551,-0.11846930327779628,0.30430171555899876,-0.11966462822815566,-0.24988506120777085,0.1302204329796152
412505,0.055605447281959076,0.047436879858086964,-0.18847092661432008,0.12374219921897406,-0.31221312583329414
354911,0.14878418044671857,0.011490436935934906,-0.17973370367269917,0.1018225666795404,-0.28155627035223957
498973,-0.055882614583480796,0.00864917730966596,-0.00766115395961333,0.18645319370532287,-0.1941143476649362
474955,0.012028195600471588,0.05680859485852488,-0.05914467375737985,0.18701457218702017,-0.2461592459444
238116,0.1240909975542413,0.061437605962808284,-0.11892630550505648,0.1102826884699529,-0.22920899397500938
235346,0.006896996052366267,0.05976280176884763,-0.042079660607321503,0.15030996168849134,-0.19238962229581286
444525,0.014360360525833924,0.0754033496102126,-0.11973199341509015,0.14253643118268974,-0.2622684245977799
238953,-0.018322103637259505,0.06554971430907154,-0.04471221202297136,0.15438311537173827,-0.19909532739470964
489326,0.17146986690851865,0.03361987886451137,-0.07409518664788745,0.16787829804133733,-0.24197348468922478
379339,0.03277748538763638,0.021950498590760002,-0.1089017039790704,0.14798762893134879,-0.2568893329104192
520977,-0.050968356483942025,-0.02913471283764619,-0.0019546907463745197,0.20685124131617474,-0.20880593206254927
383403,-0.23177988469850652,0.01097137184729069,0.0056930206972519715,0.21984382441579944,-0.21415080371854747
493740,0.1320985696946206,0.02355766885898157,-0.04894014258329865,0.16695153984529523,-0.21589168242859388
68306,-1.1109782838095537,0.4477399039279013,-0.4352882267510745,-0.41277474837747974,-0.022513478373594742
475308,0.1755879350392146,0.09019556778614107,-0.1587138756923869,0.07924474559958833,-0.23795862129197523
350958,-0.03402254388682536,0.025865772373455928,-0.05770150142190352,0.1556483685853408,-0.21334987000724434
130124,0.06351017646619428,0.1321287908531286,-0.03881531551701478,0.17646798831569124,-0.21528330383270602
369354,-0.02699558344068116,0.02343212090499971,-0.07239083635174093,0.16794785249322364,-0.24033868884496457
272932,0.06961700256804408,0.03144338648967403,-0.08999417626796276,0.13080861393534604,-0.2208027902033088
136896,0.15133030497550398,0.1033790165830075,-0.0839218103319052,0.11245096255412684,-0.19637277288603205
421734,-0.04759429794821698,0.07034537081648332,-0.13020686087792066,0.14126346104867699,-0.27147032192659765
472953,0.013005628958978157,0.06362205299157885,-0.07003163591009498,0.207158490532861,-0.277190126442956
466996,-0.18916484412665238,0.048480525159705024,-0.015168068624821923,0.22803380525858094,-0.24320187388340286
167282,0.2238229378438276,0.06895871935177642,-0.1288457815528151,0.08216082831929031,-0.2110066098721054
358180,-0.12634116801000872,0.019158793565108467,-0.022067037070726575,0.1988632954217549,-0.22093033249248148
499344,0.11920794272493898,0.022172709362307877,-0.04559411764538432,0.16007393956756935,-0.20566805721295367
519772,-0.03576881192340958,-0.031496153822719725,0.0012734571996613,0.20047451827781357,-0.19920106107815228
227703,0.17867474876159153,0.04702326479929336,-0.13245843666395848,0.09645885521489064,-0.22891729187884913
408548,-0.04804286428658436,0.05253198868504863,-0.10369102297996557,0.14250878488039992,-0.2461998078603655
350934,0.062141655495402584,0.01756968852353142,-0.11237776740385268,0.12079299548768242,-0.2331707628915351
360575,-0.10226633760900704,0.006992564008255625,-0.01792755351047909,0.20534603539961532,-0.2232735889100944
493768,-0.046442119642197084,0.020364584919358504,-0.02155883643115706,0.21153906875648965,-0.23309790518764673
367385,-0.1472958064413464,0.018931419593976512,-0.022993851917841812,0.22071412274653357,-0.24370797466437538
369721,0.07853381424474629,0.018639730180743795,-0.149644981899543,0.12701561816108026,-0.27666060006062326
302907,0.18316268822836623,0.021124896324112907,-0.16572645453420937,0.11194273500532764,-0.277669189539537
348522,0.10568326066600948,0.009039696659569454,-0.14216094776604693,0.13480674551119964,-0.2769676932772466
92950,-0.11256753720336905,0.30621033623567734,-0.12335326215939423,-0.26390492520898295,0.14055166304958872
230905,0.17076212559748855,0.04860443664698569,-0.12387131829258706,0.10547615389135873,-0.2293474721839458
338896,0.2278314416310737,-0.0011588692096502484,-0.20109983063378156,0.0951360228376105,-0.2962358534713921
387727,0.019135543882787858,0.02932989294596175,-0.1417666386443485,0.14422305632489993,-0.2859896949692484
230114,0.1272711229199174,0.06399858278080948,-0.11170927335057498,0.11396207513636633,-0.22567134848694131
443718,0.032864639495970835,0.08582019166316547,-0.14714319036071954,0.13439582711482495,-0.2815390174755445
462119,0.08947971976285964,0.0776598832504102,-0.12239244212697134,0.1381908604762911,-0.26058330260326246
218885,0.24821041550913475,0.04367085967755882,-0.18037811633804463,0.06517234457768883,-0.24555046091573346
375772,-0.10289730409363507,0.011657011637936976,-0.031168273684042846,0.20422909015888027,-0.23539736384292312
335006,-0.22768662978372511,0.00834670276759425,0.046313106198099085,0.24924867968675646,-0.20293557348865737
