,MG_H,MG_FE,C_MG,N_MG,C_N
243805,-0.4372534830333278,0.08496881806897505,0.2935075954944423,-0.16008581526517396,0.45359341075961623
205336,-0.20438331174352867,0.12485463866712834,0.3453113953357252,-0.2786376678880962,0.6239490632238214
405761,-0.26172502893237704,0.062307954778298924,0.35153123540351305,-0.2814716245076494,0.6330028599111625
450103,-0.21125502663529505,0.07718799251771125,0.3757371835023502,-0.3058804865823158,0.681617670084666
488939,-0.10458324984726072,0.05387099109308771,0.3646733430728202,-0.274165295288214,0.6388386383610342
362983,-0.3043124853137066,0.04661783967951194,0.3303656049371794,-0.2540985439786322,0.5844641489158117
269288,-0.04439684392966977,0.029854262938682923,0.40785640046989075,-0.28938896712759543,0.6972453675974861
331291,-0.025446844036846925,0.006802068908898708,0.42193698326139095,-0.30897230069066844,0.7309092839520595
196929,-0.17748684779981333,0.11993114409751815,0.35503264049038863,-0.25381841938668837,0.608851059877077
487698,-0.03017988232657132,0.05411563419869725,0.3896604328041969,-0.3037646840717471,0.693425116875944
179814,-0.5603642616757443,0.1529446779141762,0.2607867210200776,-0.12757846308294463,0.38836518410302223
452940,-0.26384471557847866,0.07915935270468227,0.35281749062364837,-0.290813599239522,0.6436310898631704
417316,-0.27566625888552093,0.07448769808408029,0.3744096829778083,-0.3125983380926816,0.6870080210704899
492592,-0.29139727307029595,0.05575396082227946,0.329888279763468,-0.24167933869917968,0.5715676184626477
289728,-0.13729892667790583,0.06352487827268216,0.3799970831999281,-0.28827545339828864,0.6682725365982167
465348,-0.22555896651780233,0.08130098226135268,0.35179331540656816,-0.27170905898109826,0.6235023743876664
424928,-0.2966743439493851,0.07539689013241657,0.36388110666210527,-0.29681209531617114,0.6606932019782764
453719,-0.23378884461018815,0.0797421411709213,0.360601167536398,-0.28636844468073575,0.6469696122171337
316940,-0.16651854277230183,0.05754062445203423,0.36918218897039445,-0.2846191870484207,0.6538013760188152
406096,-0.1986878181725617,0.0338937984394829,0.4055251240593172,-0.30313133817549437,0.7086564622348115
160571,-0.39395009017335336,0.2671848262179449,0.26915192445021985,-0.1903097423009853,0.45946166675120514
