,MG_H,MG_FE,C_MG,N_MG,C_N
366107,-0.3243813877631043,-0.18313507708926224,0.4126894476621218,1.3318697851819827,-0.919180337519861
473779,-0.4163926490786778,-0.06141012562820436,0.5319577519166496,1.0900734481460423,-0.5581156962293927
492528,-0.23763482440994135,-0.12422797905787736,0.4733700340818684,1.2016040594902282,-0.7282340254083597
427775,-0.4557404484153136,-0.07711715108735467,0.5111244494786519,1.1214601491267415,-0.6103356996480896
482169,-0.3775319995136604,-0.07763769583939933,0.5201088953857408,1.1174739606936048,-0.597365065307864
498148,-0.27603697060242766,-0.13516832970931444,0.5156385243455306,1.21354753246051,-0.6979090081149796
395397,-0.4853366329039285,-0.06313310328106803,0.652640697757492,1.098547354154284,-0.44590665639679194
484547,-0.30665807539062584,-0.12038942413723036,0.5008324588725196,1.201998012814628,-0.7011655539421083
527775,-0.34060030139889147,-0.13288853634195635,0.5690770033950067,1.1722487942202056,-0.6031717908251988
521366,-0.3258785194344702,-0.13527530067012397,0.549048530367042,1.1841327121255842,-0.6350841817585421
462965,-0.39987567360383597,-0.07667544293878131,0.49785362024257185,1.1309774562265151,-0.6331238359839433
222088,-0.2716077601676352,-0.12109683415904077,0.5237116134445865,1.277852439205417,-0.7541408257608304
223348,-0.3335258752437107,0.016947727762286813,0.6088172162036768,1.0241810316502196,-0.4153638154465428
362940,-0.34448713790807156,-0.13116263934989889,0.4932304012282338,1.2293226519823368,-0.736092250754103
502951,-0.28912817858906154,-0.14125278183651196,0.5178529579853057,1.2258151608608305,-0.7079622028755248
433350,-0.4581906402553301,-0.09227217138842603,0.4484393557730909,1.1718334801012358,-0.7233941243281449
301711,-0.29460823937743413,-0.16134944610530882,0.4874900009364518,1.3096136205352191,-0.8221236195987673
438972,-0.453811440854201,-0.08132829286090582,0.4946617558491313,1.1424820758217384,-0.6478203199726073
448894,-0.3834196534867077,-0.14089148355881356,0.3453416449555416,1.267165373592824,-0.9218237286372823
174105,-0.3024702604022747,-0.011417181539914112,0.5261115915617975,1.1320113091627064,-0.6058997176009089
295272,-0.23290487865278167,-0.20805943112579148,0.4433603453921767,1.3947701957846619,-0.9514098503924852
480519,-0.27240002544959663,-0.08913786265127668,0.42123473827484526,1.1548636035494826,-0.7336288652746374
356896,-0.2864231129599861,-0.2038113651269967,0.41411775776741544,1.3639223262619342,-0.9498045684945188
128881,-0.30140553419257593,0.0014600478776075065,0.5837290949330496,1.1155799592549736,-0.531850864321924
450509,-0.37790323359861827,-0.05772705622537094,0.3447458765396159,1.1254515139088208,-0.7807056373692048
456923,-0.39525958177487786,-0.09611852484755062,0.42638567139356043,1.1724968680589416,-0.7461111966653812
343010,-0.48041062957198954,0.024153681938397176,0.6671726084913985,0.9431623946635453,-0.2759897861721469
441413,-0.5393565431130186,-0.002947356380767041,0.6140659335690294,0.9703616806532396,-0.35629574708421013
107418,-0.76886382599197,0.25677409509908555,0.3711290925569164,0.36227541482343334,0.008853677733483056
137315,-0.2869162973312184,0.03652208475600188,0.6515131569243926,1.0445121479944741,-0.39299899107008146
441024,-0.5504441986529843,0.041419608832592325,0.6462077818171431,0.8596539293308887,-0.21344614751374563
408104,-0.41849132761598307,-0.13600011227308229,0.3442182563654576,1.2604419476179949,-0.9162236912525372
502154,-0.30126664432441963,-0.12635581805956778,0.5335334758977107,1.1913030311713364,-0.6577695552736257
355696,-0.2849963738905352,-0.20426060472880025,0.4148768001244717,1.3650796296144867,-0.950202829490015
388895,-0.3643621445150648,-0.1986561500189764,0.3737365073364858,1.3566718658111987,-0.9829353584747128
200964,-0.3696425441288563,0.10893391139931302,0.6006902101014511,0.8370229590277123,-0.23633274892626113
294132,-0.32383675475684603,-0.12138851314845395,0.5270611173157367,1.2382153545418189,-0.7111542372260821
402588,-0.47846280422147947,-0.07386955350090818,0.6136179691943954,1.1188189543033336,-0.5052009851089382
103327,-0.3298480906914618,0.13020224317920298,0.6138470878240028,0.8121163199828839,-0.1982692321588812
471441,-0.5660227135987141,0.04202408029309823,0.6887714456970169,0.861043071102226,-0.17227162540520913
465345,-0.39641241776119407,-0.10867426254301227,0.4703479697308278,1.1908976396856898,-0.720549669954862
468523,-0.34452255195697057,-0.09429325125587418,0.4347000219105748,1.168146331164041,-0.7334463092534662
458921,-0.38292649036217163,-0.09108423976648344,0.4017838386189028,1.1648423369663197,-0.7630584983474169
